"STATISTIC","Statistic Label","C02363V02844","Consumer Item","TLIST(M1)","Month","UNIT","VALUE"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200312","2003M12","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200401","2004M01","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200402","2004M02","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200403","2004M03","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200404","2004M04","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200405","2004M05","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200406","2004M06","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200407","2004M07","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200408","2004M08","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200409","2004M09","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200410","2004M10","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200411","2004M11","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200412","2004M12","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200501","2005M01","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200502","2005M02","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200503","2005M03","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200504","2005M04","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200505","2005M05","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200506","2005M06","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200507","2005M07","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200508","2005M08","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200509","2005M09","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200510","2005M10","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200511","2005M11","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200512","2005M12","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200601","2006M01","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200602","2006M02","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200603","2006M03","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200604","2006M04","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200605","2006M05","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200606","2006M06","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200607","2006M07","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200608","2006M08","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200609","2006M09","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200610","2006M10","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200611","2006M11","Euro",""
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200612","2006M12","Euro","1.336"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200701","2007M01","Euro","1.333"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200702","2007M02","Euro","1.33"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200703","2007M03","Euro","1.364"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200704","2007M04","Euro","1.414"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200705","2007M05","Euro","1.423"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200706","2007M06","Euro","1.439"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200707","2007M07","Euro","1.443"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200708","2007M08","Euro","1.467"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200709","2007M09","Euro","1.48"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200710","2007M10","Euro","1.453"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200711","2007M11","Euro","1.585"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200712","2007M12","Euro","1.622"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200801","2008M01","Euro","1.65"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200802","2008M02","Euro","1.637"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200803","2008M03","Euro","1.605"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200804","2008M04","Euro","1.635"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200805","2008M05","Euro","1.519"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200806","2008M06","Euro","1.64"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200807","2008M07","Euro","1.629"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200808","2008M08","Euro","1.518"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200809","2008M09","Euro","1.636"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200810","2008M10","Euro","1.628"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200811","2008M11","Euro","1.617"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200812","2008M12","Euro","1.569"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200901","2009M01","Euro","1.607"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200902","2009M02","Euro","1.57"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200903","2009M03","Euro","1.495"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200904","2009M04","Euro","1.575"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200905","2009M05","Euro","1.565"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200906","2009M06","Euro","1.539"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200907","2009M07","Euro","1.587"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200908","2009M08","Euro","1.583"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200909","2009M09","Euro","1.561"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200910","2009M10","Euro","1.562"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200911","2009M11","Euro","1.573"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","200912","2009M12","Euro","1.564"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201001","2010M01","Euro","1.551"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201002","2010M02","Euro","1.561"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201003","2010M03","Euro","1.55"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201004","2010M04","Euro","1.586"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201005","2010M05","Euro","1.583"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201006","2010M06","Euro","1.585"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201007","2010M07","Euro","1.598"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201008","2010M08","Euro","1.599"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201009","2010M09","Euro","1.606"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201010","2010M10","Euro","1.572"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201011","2010M11","Euro","1.525"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201012","2010M12","Euro","1.565"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201101","2011M01","Euro","1.607"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201102","2011M02","Euro","1.595"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201103","2011M03","Euro","1.648"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201104","2011M04","Euro","1.64"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201105","2011M05","Euro","1.653"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201106","2011M06","Euro","1.66"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201107","2011M07","Euro","1.681"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201108","2011M08","Euro","1.713"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201109","2011M09","Euro","1.686"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201110","2011M10","Euro","1.657"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201111","2011M11","Euro","1.652"
"CPM04","National Average  Price","11010","Medium (size 3) eggs per half dozen","201112","2011M12","Euro","1.531"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200112","2001M12","Euro","0.995"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200201","2002M01","Euro","1.002"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200202","2002M02","Euro","1.015"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200203","2002M03","Euro","1.005"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200204","2002M04","Euro","1.036"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200205","2002M05","Euro","1.063"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200206","2002M06","Euro","1.076"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200207","2002M07","Euro","1.077"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200208","2002M08","Euro","1.081"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200209","2002M09","Euro","1.073"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200210","2002M10","Euro","1.071"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200211","2002M11","Euro","1.075"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200212","2002M12","Euro","1.088"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200301","2003M01","Euro","1.088"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200302","2003M02","Euro","1.078"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200303","2003M03","Euro","1.084"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200304","2003M04","Euro","1.075"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200305","2003M05","Euro","1.038"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200306","2003M06","Euro","1.042"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200307","2003M07","Euro","1.053"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200308","2003M08","Euro","1.049"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200309","2003M09","Euro","1.039"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200310","2003M10","Euro","1.052"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200311","2003M11","Euro","1.069"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200312","2003M12","Euro","1.065"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200401","2004M01","Euro","1.081"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200402","2004M02","Euro","1.093"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200403","2004M03","Euro","1.083"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200404","2004M04","Euro","1.07"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200405","2004M05","Euro","1.095"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200406","2004M06","Euro","1.104"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200407","2004M07","Euro","1.116"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200408","2004M08","Euro","1.117"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200409","2004M09","Euro","1.116"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200410","2004M10","Euro","1.118"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200411","2004M11","Euro","1.111"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200412","2004M12","Euro","1.11"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200501","2005M01","Euro","1.114"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200502","2005M02","Euro","1.101"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200503","2005M03","Euro","1.101"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200504","2005M04","Euro","1.092"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200505","2005M05","Euro","1.098"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200506","2005M06","Euro","1.096"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200507","2005M07","Euro","1.094"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200508","2005M08","Euro","1.085"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200509","2005M09","Euro","1.087"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200510","2005M10","Euro","1.092"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200511","2005M11","Euro","1.108"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200512","2005M12","Euro","1.102"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200601","2006M01","Euro","1.106"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200602","2006M02","Euro","1.116"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200603","2006M03","Euro","1.128"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200604","2006M04","Euro","1.128"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200605","2006M05","Euro","1.117"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200606","2006M06","Euro","1.126"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200607","2006M07","Euro","1.123"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200608","2006M08","Euro","1.13"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200609","2006M09","Euro","1.127"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200610","2006M10","Euro","1.114"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200611","2006M11","Euro","1.11"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200612","2006M12","Euro","1.082"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200701","2007M01","Euro","1.072"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200702","2007M02","Euro","1.077"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200703","2007M03","Euro","1.114"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200704","2007M04","Euro","1.132"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200705","2007M05","Euro","1.16"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200706","2007M06","Euro","1.183"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200707","2007M07","Euro","1.187"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200708","2007M08","Euro","1.189"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200709","2007M09","Euro","1.194"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200710","2007M10","Euro","1.297"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200711","2007M11","Euro","1.328"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200712","2007M12","Euro","1.359"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200801","2008M01","Euro","1.366"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200802","2008M02","Euro","1.411"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200803","2008M03","Euro","1.417"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200804","2008M04","Euro","1.394"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200805","2008M05","Euro","1.408"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200806","2008M06","Euro","1.412"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200807","2008M07","Euro","1.421"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200808","2008M08","Euro","1.397"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200809","2008M09","Euro","1.409"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200810","2008M10","Euro","1.419"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200811","2008M11","Euro","1.419"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200812","2008M12","Euro","1.418"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200901","2009M01","Euro","1.405"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200902","2009M02","Euro","1.401"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200903","2009M03","Euro","1.395"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200904","2009M04","Euro","1.316"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200905","2009M05","Euro","1.401"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200906","2009M06","Euro","1.396"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200907","2009M07","Euro","1.38"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200908","2009M08","Euro","1.387"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200909","2009M09","Euro","1.346"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200910","2009M10","Euro","1.33"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200911","2009M11","Euro","1.326"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","200912","2009M12","Euro","1.329"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201001","2010M01","Euro","1.316"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201002","2010M02","Euro","1.317"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201003","2010M03","Euro","1.323"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201004","2010M04","Euro","1.339"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201005","2010M05","Euro","1.325"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201006","2010M06","Euro","1.311"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201007","2010M07","Euro","1.304"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201008","2010M08","Euro","1.293"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201009","2010M09","Euro","1.308"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201010","2010M10","Euro","1.328"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201011","2010M11","Euro","1.366"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201012","2010M12","Euro","1.393"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201101","2011M01","Euro","1.382"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201102","2011M02","Euro","1.401"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201103","2011M03","Euro","1.417"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201104","2011M04","Euro","1.414"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201105","2011M05","Euro","1.391"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201106","2011M06","Euro","1.394"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201107","2011M07","Euro","1.413"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201108","2011M08","Euro","1.399"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201109","2011M09","Euro","1.404"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201110","2011M10","Euro","1.404"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201111","2011M11","Euro","1.393"
"CPM04","National Average  Price","11020","Bread white sliced, large (800g)","201112","2011M12","Euro","1.277"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200112","2001M12","Euro","1.092"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200201","2002M01","Euro","1.1"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200202","2002M02","Euro","1.122"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200203","2002M03","Euro","1.111"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200204","2002M04","Euro","1.154"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200205","2002M05","Euro","1.179"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200206","2002M06","Euro","1.177"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200207","2002M07","Euro","1.186"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200208","2002M08","Euro","1.192"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200209","2002M09","Euro","1.19"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200210","2002M10","Euro","1.176"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200211","2002M11","Euro","1.187"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200212","2002M12","Euro","1.208"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200301","2003M01","Euro","1.202"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200302","2003M02","Euro","1.186"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200303","2003M03","Euro","1.189"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200304","2003M04","Euro","1.195"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200305","2003M05","Euro","1.184"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200306","2003M06","Euro","1.189"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200307","2003M07","Euro","1.198"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200308","2003M08","Euro","1.191"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200309","2003M09","Euro","1.182"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200310","2003M10","Euro","1.2"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200311","2003M11","Euro","1.21"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200312","2003M12","Euro","1.198"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200401","2004M01","Euro","1.204"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200402","2004M02","Euro","1.2"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200403","2004M03","Euro","1.202"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200404","2004M04","Euro","1.208"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200405","2004M05","Euro","1.225"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200406","2004M06","Euro","1.232"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200407","2004M07","Euro","1.261"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200408","2004M08","Euro","1.271"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200409","2004M09","Euro","1.257"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200410","2004M10","Euro","1.254"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200411","2004M11","Euro","1.263"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200412","2004M12","Euro","1.255"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200501","2005M01","Euro","1.261"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200502","2005M02","Euro","1.241"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200503","2005M03","Euro","1.238"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200504","2005M04","Euro","1.254"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200505","2005M05","Euro","1.259"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200506","2005M06","Euro","1.255"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200507","2005M07","Euro","1.256"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200508","2005M08","Euro","1.258"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200509","2005M09","Euro","1.25"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200510","2005M10","Euro","1.242"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200511","2005M11","Euro","1.241"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200512","2005M12","Euro","1.239"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200601","2006M01","Euro","1.246"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200602","2006M02","Euro","1.269"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200603","2006M03","Euro","1.297"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200604","2006M04","Euro","1.288"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200605","2006M05","Euro","1.274"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200606","2006M06","Euro","1.288"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200607","2006M07","Euro","1.309"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200608","2006M08","Euro","1.3"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200609","2006M09","Euro","1.311"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200610","2006M10","Euro","1.304"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200611","2006M11","Euro","1.302"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200612","2006M12","Euro","1.283"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200701","2007M01","Euro","1.283"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200702","2007M02","Euro","1.272"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200703","2007M03","Euro","1.337"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200704","2007M04","Euro","1.352"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200705","2007M05","Euro","1.402"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200706","2007M06","Euro","1.409"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200707","2007M07","Euro","1.418"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200708","2007M08","Euro","1.404"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200709","2007M09","Euro","1.434"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200710","2007M10","Euro","1.541"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200711","2007M11","Euro","1.584"
"CPM04","National Average  Price","11030","Bread brown sliced, large (800g)","200712","2007M12","Euro","1.641"
