"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02363V03422","Consumer Item","UNIT","VALUE"
"CPM12","National Average Price","201704","2017 April","10420","Cooked ham per kg","Euro","17.769"
"CPM12","National Average Price","201704","2017 April","10440","Best back rashers per kg","Euro","9.865"
"CPM12","National Average Price","201704","2017 April","10450","Pork sausages per kg","Euro","5.807"
"CPM12","National Average Price","201704","2017 April","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","201704","2017 April","10530","Fresh fillet of cod per kg","Euro","13.029"
"CPM12","National Average Price","201704","2017 April","10540","Fresh salmon per kg","Euro","20.613"
"CPM12","National Average Price","201704","2017 April","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","201704","2017 April","10570","Fresh hake per kg","Euro","12.959"
"CPM12","National Average Price","201704","2017 April","10590","Smoked salmon per kg","Euro","29.253"
"CPM12","National Average Price","201704","2017 April","10630","Full fat milk per 2 litre","Euro","1.699"
"CPM12","National Average Price","201704","2017 April","10640","Low fat milk per 1 litre","Euro","1.044"
"CPM12","National Average Price","201704","2017 April","10680","Irish cheddar per kg","Euro","10.089"
"CPM12","National Average Price","201704","2017 April","10730","Large eggs per half dozen","Euro","1.737"
"CPM12","National Average Price","201704","2017 April","10740","Medium eggs per half dozen","Euro","1.431"
"CPM12","National Average Price","201704","2017 April","10750","Butter per lb","Euro","2.848"
"CPM12","National Average Price","201704","2017 April","10840","Grapes per kg","Euro","5.046"
"CPM12","National Average Price","201704","2017 April","10850","Bananas per kg","Euro","1.405"
"CPM12","National Average Price","201704","2017 April","10910","Tomatoes per kg","Euro","3.046"
"CPM12","National Average Price","201704","2017 April","10920","Onions per kg","Euro","0.966"
"CPM12","National Average Price","201704","2017 April","10940","Broccoli per kg","Euro","3.066"
"CPM12","National Average Price","201704","2017 April","10950","Carrots per kg","Euro","1.226"
"CPM12","National Average Price","201704","2017 April","10960","Mushrooms per kg","Euro","4.094"
"CPM12","National Average Price","201704","2017 April","11040","Tomatoes tinned per 400g","Euro","0.917"
"CPM12","National Average Price","201704","2017 April","11090","Potatoes 2.5 kg","Euro","3.131"
"CPM12","National Average Price","201704","2017 April","11095","Potatoes 7.5 kg","Euro","5.841"
"CPM12","National Average Price","201704","2017 April","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","201704","2017 April","11150","White granulated sugar per 1 kg","Euro","1.297"
"CPM12","National Average Price","201704","2017 April","11160","Jam per lb","Euro","1.332"
"CPM12","National Average Price","201704","2017 April","11180","Marmalade per lb","Euro","1.937"
"CPM12","National Average Price","201704","2017 April","11570","Tea bags per 80","Euro","2.845"
"CPM12","National Average Price","201704","2017 April","11640","Orange juice per litre","Euro","1.478"
"CPM12","National Average Price","201704","2017 April","11680","Whiskey - take home (70cl bottle)","Euro","24.107"
"CPM12","National Average Price","201704","2017 April","11690","Brandy - take home (70cl bottle)","Euro","28.521"
"CPM12","National Average Price","201704","2017 April","11700","Vodka - take home (70cl bottle)","Euro","19.27"
"CPM12","National Average Price","201704","2017 April","11710","Cream liqueur - take home (70cl bottle)","Euro","14.278"
"CPM12","National Average Price","201704","2017 April","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201704","2017 April","11740","Cider - take home (50cl can)","Euro","2.076"
"CPM12","National Average Price","201704","2017 April","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201704","2017 April","11760","Lager - take home (50cl can)","Euro","1.977"
"CPM12","National Average Price","201704","2017 April","11780","Stout - take home (50cl can)","Euro","2.288"
"CPM12","National Average Price","201704","2017 April","11790","Filtered cigarettes per 20 pk","Euro","11.304"
"CPM12","National Average Price","201704","2017 April","12160","Stout - draught bar (1 pint)","Euro","4.381"
"CPM12","National Average Price","201704","2017 April","12170","Lager - draught bar (1 pint)","Euro","4.767"
"CPM12","National Average Price","201704","2017 April","12180","Lager - bar (33cl bottle)","Euro","4.682"
"CPM12","National Average Price","201704","2017 April","12190","Cider - draught bar (1 pint)","Euro","4.839"
"CPM12","National Average Price","201704","2017 April","12200","Ale - draught bar (1 pint)","Euro","4.437"
"CPM12","National Average Price","201704","2017 April","12210","Cider - bar (33cl bottle)","Euro","4.839"
"CPM12","National Average Price","201704","2017 April","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.386"
"CPM12","National Average Price","201704","2017 April","12230","Whiskey - bar (single) per ½ glass","Euro","4.201"
"CPM12","National Average Price","201704","2017 April","12240","Brandy - bar (single) per ½ glass","Euro","4.68"
"CPM12","National Average Price","201704","2017 April","12250","Vodka - bar (single) per ½ glass","Euro","4.246"
"CPM12","National Average Price","201704","2017 April","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","201704","2017 April","30180","Diesel per litre","Euro","1.333"
"CPM12","National Average Price","201704","2017 April","30190","Petrol - unleaded per litre","Euro","1.45"
"CPM12","National Average Price","201704","2017 April","30400","Cinema fee","Euro","9.434"
"CPM12","National Average Price","201704","2017 April","30410","Nightclubs fee","Euro","9.087"
"CPM12","National Average Price","201704","2017 April","30690","Gent's dry cut fee","Euro","11.991"
"CPM12","National Average Price","201704","2017 April","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","201704","2017 April","30720","Ladies' wash, cut and blow dry fee","Euro","37.981"
"CPM12","National Average Price","201705","2017 May","10020","White, self raising flour per 2 kg","Euro","2.348"
"CPM12","National Average Price","201705","2017 May","10030","Brown, wholemeal flour per 2 kg","Euro","2.914"
"CPM12","National Average Price","201705","2017 May","10040","Bread, white sliced pan, large (800g)","Euro","1.265"
"CPM12","National Average Price","201705","2017 May","10050","Bread, brown sliced pan, large (800g)","Euro","1.374"
"CPM12","National Average Price","201705","2017 May","10190","Spaghetti per 500g","Euro","1.1"
"CPM12","National Average Price","201705","2017 May","10280","Sirloin steak per kg","Euro","16.329"
"CPM12","National Average Price","201705","2017 May","10290","Striploin steak per kg","Euro","22.526"
"CPM12","National Average Price","201705","2017 May","10300","Roast beef - topside or rib per kg","Euro","13.195"
"CPM12","National Average Price","201705","2017 May","10310","Sliced / diced beef pieces per kg","Euro","10.637"
"CPM12","National Average Price","201705","2017 May","10320","Pork loin chops per kg","Euro","8.121"
"CPM12","National Average Price","201705","2017 May","10330","Pork steak per kg","Euro","9.051"
"CPM12","National Average Price","201705","2017 May","10340","Lamb - whole leg / half leg per kg","Euro","12.084"
"CPM12","National Average Price","201705","2017 May","10350","Lamb loin chops per kg","Euro","17.888"
"CPM12","National Average Price","201705","2017 May","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","201705","2017 May","10370","Uncooked chicken medium size 1.6kg","Euro","4.784"
"CPM12","National Average Price","201705","2017 May","10400","Lamb's liver per kg","Euro","5.772"
"CPM12","National Average Price","201705","2017 May","10410","Ham fillet per kg","Euro","5.801"
"CPM12","National Average Price","201705","2017 May","10420","Cooked ham per kg","Euro","18.026"
"CPM12","National Average Price","201705","2017 May","10440","Best back rashers per kg","Euro","9.635"
"CPM12","National Average Price","201705","2017 May","10450","Pork sausages per kg","Euro","6.001"
"CPM12","National Average Price","201705","2017 May","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","201705","2017 May","10530","Fresh fillet of cod per kg","Euro","16.032"
"CPM12","National Average Price","201705","2017 May","10540","Fresh salmon per kg","Euro","21.166"
"CPM12","National Average Price","201705","2017 May","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","201705","2017 May","10570","Fresh hake per kg","Euro","16.577"
"CPM12","National Average Price","201705","2017 May","10590","Smoked salmon per kg","Euro","29.955"
"CPM12","National Average Price","201705","2017 May","10630","Full fat milk per 2 litre","Euro","1.692"
"CPM12","National Average Price","201705","2017 May","10640","Low fat milk per 1 litre","Euro","1.042"
"CPM12","National Average Price","201705","2017 May","10680","Irish cheddar per kg","Euro","9.992"
"CPM12","National Average Price","201705","2017 May","10730","Large eggs per half dozen","Euro","1.754"
"CPM12","National Average Price","201705","2017 May","10740","Medium eggs per half dozen","Euro","1.452"
"CPM12","National Average Price","201705","2017 May","10750","Butter per lb","Euro","2.852"
"CPM12","National Average Price","201705","2017 May","10840","Grapes per kg","Euro","5.092"
"CPM12","National Average Price","201705","2017 May","10850","Bananas per kg","Euro","1.413"
"CPM12","National Average Price","201705","2017 May","10910","Tomatoes per kg","Euro","3.047"
"CPM12","National Average Price","201705","2017 May","10920","Onions per kg","Euro","1.012"
"CPM12","National Average Price","201705","2017 May","10940","Broccoli per kg","Euro","3.04"
"CPM12","National Average Price","201705","2017 May","10950","Carrots per kg","Euro","1.298"
"CPM12","National Average Price","201705","2017 May","10960","Mushrooms per kg","Euro","3.971"
"CPM12","National Average Price","201705","2017 May","11040","Tomatoes tinned per 400g","Euro","0.884"
"CPM12","National Average Price","201705","2017 May","11090","Potatoes 2.5 kg","Euro","3.114"
"CPM12","National Average Price","201705","2017 May","11095","Potatoes 7.5 kg","Euro","5.847"
"CPM12","National Average Price","201705","2017 May","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","201705","2017 May","11150","White granulated sugar per 1 kg","Euro","1.295"
"CPM12","National Average Price","201705","2017 May","11160","Jam per lb","Euro","1.366"
"CPM12","National Average Price","201705","2017 May","11180","Marmalade per lb","Euro","1.839"
"CPM12","National Average Price","201705","2017 May","11570","Tea bags per 80","Euro","2.763"
"CPM12","National Average Price","201705","2017 May","11640","Orange juice per litre","Euro","1.452"
"CPM12","National Average Price","201705","2017 May","11680","Whiskey - take home (70cl bottle)","Euro","25.393"
"CPM12","National Average Price","201705","2017 May","11690","Brandy - take home (70cl bottle)","Euro","31.204"
"CPM12","National Average Price","201705","2017 May","11700","Vodka - take home (70cl bottle)","Euro","19.609"
"CPM12","National Average Price","201705","2017 May","11710","Cream liqueur - take home (70cl bottle)","Euro","16.915"
"CPM12","National Average Price","201705","2017 May","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201705","2017 May","11740","Cider - take home (50cl can)","Euro","2.078"
"CPM12","National Average Price","201705","2017 May","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201705","2017 May","11760","Lager - take home (50cl can)","Euro","1.986"
"CPM12","National Average Price","201705","2017 May","11780","Stout - take home (50cl can)","Euro","2.295"
"CPM12","National Average Price","201705","2017 May","11790","Filtered cigarettes per 20 pk","Euro","11.343"
"CPM12","National Average Price","201705","2017 May","12160","Stout - draught bar (1 pint)","Euro","4.387"
"CPM12","National Average Price","201705","2017 May","12170","Lager - draught bar (1 pint)","Euro","4.775"
"CPM12","National Average Price","201705","2017 May","12180","Lager - bar (33cl bottle)","Euro","4.692"
"CPM12","National Average Price","201705","2017 May","12190","Cider - draught bar (1 pint)","Euro","4.849"
"CPM12","National Average Price","201705","2017 May","12200","Ale - draught bar (1 pint)","Euro","4.448"
"CPM12","National Average Price","201705","2017 May","12210","Cider - bar (33cl bottle)","Euro","4.861"
"CPM12","National Average Price","201705","2017 May","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.399"
"CPM12","National Average Price","201705","2017 May","12230","Whiskey - bar (single) per ½ glass","Euro","4.21"
"CPM12","National Average Price","201705","2017 May","12240","Brandy - bar (single) per ½ glass","Euro","4.688"
"CPM12","National Average Price","201705","2017 May","12250","Vodka - bar (single) per ½ glass","Euro","4.253"
"CPM12","National Average Price","201705","2017 May","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","201705","2017 May","30180","Diesel per litre","Euro","1.247"
"CPM12","National Average Price","201705","2017 May","30190","Petrol - unleaded per litre","Euro","1.36"
"CPM12","National Average Price","201705","2017 May","30400","Cinema fee","Euro","9.438"
"CPM12","National Average Price","201705","2017 May","30410","Nightclubs fee","Euro","9.175"
"CPM12","National Average Price","201705","2017 May","30690","Gent's dry cut fee","Euro","12.058"
"CPM12","National Average Price","201705","2017 May","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","201705","2017 May","30720","Ladies' wash, cut and blow dry fee","Euro","38.856"
"CPM12","National Average Price","201706","2017 June","10020","White, self raising flour per 2 kg","Euro","2.219"
"CPM12","National Average Price","201706","2017 June","10030","Brown, wholemeal flour per 2 kg","Euro","2.913"
"CPM12","National Average Price","201706","2017 June","10040","Bread, white sliced pan, large (800g)","Euro","1.259"
"CPM12","National Average Price","201706","2017 June","10050","Bread, brown sliced pan, large (800g)","Euro","1.359"
"CPM12","National Average Price","201706","2017 June","10190","Spaghetti per 500g","Euro","1.086"
"CPM12","National Average Price","201706","2017 June","10280","Sirloin steak per kg","Euro","15.293"
"CPM12","National Average Price","201706","2017 June","10290","Striploin steak per kg","Euro","22.724"
"CPM12","National Average Price","201706","2017 June","10300","Roast beef - topside or rib per kg","Euro","13.387"
"CPM12","National Average Price","201706","2017 June","10310","Sliced / diced beef pieces per kg","Euro","10.625"
"CPM12","National Average Price","201706","2017 June","10320","Pork loin chops per kg","Euro","7.756"
"CPM12","National Average Price","201706","2017 June","10330","Pork steak per kg","Euro","8.913"
"CPM12","National Average Price","201706","2017 June","10340","Lamb - whole leg / half leg per kg","Euro","11.911"
"CPM12","National Average Price","201706","2017 June","10350","Lamb loin chops per kg","Euro","18.199"
"CPM12","National Average Price","201706","2017 June","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","201706","2017 June","10370","Uncooked chicken medium size 1.6kg","Euro","4.688"
"CPM12","National Average Price","201706","2017 June","10400","Lamb's liver per kg","Euro","5.758"
"CPM12","National Average Price","201706","2017 June","10410","Ham fillet per kg","Euro","5.792"
"CPM12","National Average Price","201706","2017 June","10420","Cooked ham per kg","Euro","17.885"
"CPM12","National Average Price","201706","2017 June","10440","Best back rashers per kg","Euro","9.954"
"CPM12","National Average Price","201706","2017 June","10450","Pork sausages per kg","Euro","6.05"
"CPM12","National Average Price","201706","2017 June","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","201706","2017 June","10530","Fresh fillet of cod per kg","Euro","17.925"
"CPM12","National Average Price","201706","2017 June","10540","Fresh salmon per kg","Euro","20.472"
"CPM12","National Average Price","201706","2017 June","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","201706","2017 June","10570","Fresh hake per kg","Euro","14.023"
"CPM12","National Average Price","201706","2017 June","10590","Smoked salmon per kg","Euro","29.978"
"CPM12","National Average Price","201706","2017 June","10630","Full fat milk per 2 litre","Euro","1.689"
"CPM12","National Average Price","201706","2017 June","10640","Low fat milk per 1 litre","Euro","1.04"
"CPM12","National Average Price","201706","2017 June","10680","Irish cheddar per kg","Euro","9.695"
"CPM12","National Average Price","201706","2017 June","10730","Large eggs per half dozen","Euro","1.74"
"CPM12","National Average Price","201706","2017 June","10740","Medium eggs per half dozen","Euro","1.439"
"CPM12","National Average Price","201706","2017 June","10750","Butter per lb","Euro","2.856"
"CPM12","National Average Price","201706","2017 June","10840","Grapes per kg","Euro","5.014"
"CPM12","National Average Price","201706","2017 June","10850","Bananas per kg","Euro","1.404"
"CPM12","National Average Price","201706","2017 June","10910","Tomatoes per kg","Euro","3.051"
"CPM12","National Average Price","201706","2017 June","10920","Onions per kg","Euro","1.044"
"CPM12","National Average Price","201706","2017 June","10940","Broccoli per kg","Euro","2.978"
"CPM12","National Average Price","201706","2017 June","10950","Carrots per kg","Euro","1.192"
"CPM12","National Average Price","201706","2017 June","10960","Mushrooms per kg","Euro","3.942"
"CPM12","National Average Price","201706","2017 June","11040","Tomatoes tinned per 400g","Euro","0.897"
"CPM12","National Average Price","201706","2017 June","11090","Potatoes 2.5 kg","Euro","3.109"
"CPM12","National Average Price","201706","2017 June","11095","Potatoes 7.5 kg","Euro","5.727"
"CPM12","National Average Price","201706","2017 June","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","201706","2017 June","11150","White granulated sugar per 1 kg","Euro","1.299"
"CPM12","National Average Price","201706","2017 June","11160","Jam per lb","Euro","1.32"
"CPM12","National Average Price","201706","2017 June","11180","Marmalade per lb","Euro","1.784"
"CPM12","National Average Price","201706","2017 June","11570","Tea bags per 80","Euro","2.716"
"CPM12","National Average Price","201706","2017 June","11640","Orange juice per litre","Euro","1.454"
"CPM12","National Average Price","201706","2017 June","11680","Whiskey - take home (70cl bottle)","Euro","25.099"
"CPM12","National Average Price","201706","2017 June","11690","Brandy - take home (70cl bottle)","Euro","31.507"
"CPM12","National Average Price","201706","2017 June","11700","Vodka - take home (70cl bottle)","Euro","19.691"
"CPM12","National Average Price","201706","2017 June","11710","Cream liqueur - take home (70cl bottle)","Euro","16.036"
"CPM12","National Average Price","201706","2017 June","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201706","2017 June","11740","Cider - take home (50cl can)","Euro","2.07"
"CPM12","National Average Price","201706","2017 June","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201706","2017 June","11760","Lager - take home (50cl can)","Euro","1.991"
"CPM12","National Average Price","201706","2017 June","11780","Stout - take home (50cl can)","Euro","2.293"
"CPM12","National Average Price","201706","2017 June","11790","Filtered cigarettes per 20 pk","Euro","11.366"
"CPM12","National Average Price","201706","2017 June","12160","Stout - draught bar (1 pint)","Euro","4.439"
"CPM12","National Average Price","201706","2017 June","12170","Lager - draught bar (1 pint)","Euro","4.829"
"CPM12","National Average Price","201706","2017 June","12180","Lager - bar (33cl bottle)","Euro","4.735"
"CPM12","National Average Price","201706","2017 June","12190","Cider - draught bar (1 pint)","Euro","4.904"
"CPM12","National Average Price","201706","2017 June","12200","Ale - draught bar (1 pint)","Euro","4.498"
"CPM12","National Average Price","201706","2017 June","12210","Cider - bar (33cl bottle)","Euro","4.896"
"CPM12","National Average Price","201706","2017 June","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.433"
"CPM12","National Average Price","201706","2017 June","12230","Whiskey - bar (single) per ½ glass","Euro","4.259"
"CPM12","National Average Price","201706","2017 June","12240","Brandy - bar (single) per ½ glass","Euro","4.716"
"CPM12","National Average Price","201706","2017 June","12250","Vodka - bar (single) per ½ glass","Euro","4.3"
"CPM12","National Average Price","201706","2017 June","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","201706","2017 June","30180","Diesel per litre","Euro","1.221"
"CPM12","National Average Price","201706","2017 June","30190","Petrol - unleaded per litre","Euro","1.342"
"CPM12","National Average Price","201706","2017 June","30400","Cinema fee","Euro","9.422"
"CPM12","National Average Price","201706","2017 June","30410","Nightclubs fee","Euro","9.05"
"CPM12","National Average Price","201706","2017 June","30690","Gent's dry cut fee","Euro","12.04"
"CPM12","National Average Price","201706","2017 June","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","201706","2017 June","30720","Ladies' wash, cut and blow dry fee","Euro","38.936"
"CPM12","National Average Price","201707","2017 July","10020","White, self raising flour per 2 kg","Euro","2.401"
"CPM12","National Average Price","201707","2017 July","10030","Brown, wholemeal flour per 2 kg","Euro","2.925"
"CPM12","National Average Price","201707","2017 July","10040","Bread, white sliced pan, large (800g)","Euro","1.264"
"CPM12","National Average Price","201707","2017 July","10050","Bread, brown sliced pan, large (800g)","Euro","1.389"
"CPM12","National Average Price","201707","2017 July","10190","Spaghetti per 500g","Euro","1.089"
"CPM12","National Average Price","201707","2017 July","10280","Sirloin steak per kg","Euro","14.613"
"CPM12","National Average Price","201707","2017 July","10290","Striploin steak per kg","Euro","22.799"
"CPM12","National Average Price","201707","2017 July","10300","Roast beef - topside or rib per kg","Euro","13.928"
"CPM12","National Average Price","201707","2017 July","10310","Sliced / diced beef pieces per kg","Euro","10.685"
"CPM12","National Average Price","201707","2017 July","10320","Pork loin chops per kg","Euro","7.758"
"CPM12","National Average Price","201707","2017 July","10330","Pork steak per kg","Euro","9.334"
"CPM12","National Average Price","201707","2017 July","10340","Lamb - whole leg / half leg per kg","Euro","11.741"
"CPM12","National Average Price","201707","2017 July","10350","Lamb loin chops per kg","Euro","17.826"
"CPM12","National Average Price","201707","2017 July","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","201707","2017 July","10370","Uncooked chicken medium size 1.6kg","Euro","4.771"
"CPM12","National Average Price","201707","2017 July","10400","Lamb's liver per kg","Euro","5.744"
"CPM12","National Average Price","201707","2017 July","10410","Ham fillet per kg","Euro","5.737"
"CPM12","National Average Price","201707","2017 July","10420","Cooked ham per kg","Euro","17.922"
"CPM12","National Average Price","201707","2017 July","10440","Best back rashers per kg","Euro","9.709"
"CPM12","National Average Price","201707","2017 July","10450","Pork sausages per kg","Euro","6.043"
"CPM12","National Average Price","201707","2017 July","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","201707","2017 July","10530","Fresh fillet of cod per kg","Euro","14.327"
"CPM12","National Average Price","201707","2017 July","10540","Fresh salmon per kg","Euro","20.524"
"CPM12","National Average Price","201707","2017 July","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","201707","2017 July","10570","Fresh hake per kg","Euro","14.3"
"CPM12","National Average Price","201707","2017 July","10590","Smoked salmon per kg","Euro","30.085"
"CPM12","National Average Price","201707","2017 July","10630","Full fat milk per 2 litre","Euro","1.694"
"CPM12","National Average Price","201707","2017 July","10640","Low fat milk per 1 litre","Euro","1.045"
"CPM12","National Average Price","201707","2017 July","10680","Irish cheddar per kg","Euro","9.979"
"CPM12","National Average Price","201707","2017 July","10730","Large eggs per half dozen","Euro","1.749"
"CPM12","National Average Price","201707","2017 July","10740","Medium eggs per half dozen","Euro","1.44"
"CPM12","National Average Price","201707","2017 July","10750","Butter per lb","Euro","2.891"
"CPM12","National Average Price","201707","2017 July","10840","Grapes per kg","Euro","4.95"
"CPM12","National Average Price","201707","2017 July","10850","Bananas per kg","Euro","1.406"
"CPM12","National Average Price","201707","2017 July","10910","Tomatoes per kg","Euro","3.05"
"CPM12","National Average Price","201707","2017 July","10920","Onions per kg","Euro","1.043"
"CPM12","National Average Price","201707","2017 July","10940","Broccoli per kg","Euro","2.894"
"CPM12","National Average Price","201707","2017 July","10950","Carrots per kg","Euro","1.269"
"CPM12","National Average Price","201707","2017 July","10960","Mushrooms per kg","Euro","3.769"
"CPM12","National Average Price","201707","2017 July","11040","Tomatoes tinned per 400g","Euro","0.908"
"CPM12","National Average Price","201707","2017 July","11090","Potatoes 2.5 kg","Euro","3.271"
"CPM12","National Average Price","201707","2017 July","11095","Potatoes 7.5 kg","Euro","5.754"
"CPM12","National Average Price","201707","2017 July","11100","Potatoes 10 kg","Euro",""
"CPM12","National Average Price","201707","2017 July","11150","White granulated sugar per 1 kg","Euro","1.304"
"CPM12","National Average Price","201707","2017 July","11160","Jam per lb","Euro","1.289"
"CPM12","National Average Price","201707","2017 July","11180","Marmalade per lb","Euro","1.873"
"CPM12","National Average Price","201707","2017 July","11570","Tea bags per 80","Euro","2.697"
"CPM12","National Average Price","201707","2017 July","11640","Orange juice per litre","Euro","1.456"
"CPM12","National Average Price","201707","2017 July","11680","Whiskey - take home (70cl bottle)","Euro","26.056"
"CPM12","National Average Price","201707","2017 July","11690","Brandy - take home (70cl bottle)","Euro","29.614"
"CPM12","National Average Price","201707","2017 July","11700","Vodka - take home (70cl bottle)","Euro","19.57"
"CPM12","National Average Price","201707","2017 July","11710","Cream liqueur - take home (70cl bottle)","Euro","16.153"
"CPM12","National Average Price","201707","2017 July","11730","Wine - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201707","2017 July","11740","Cider - take home (50cl can)","Euro","2.065"
"CPM12","National Average Price","201707","2017 July","11750","Sherry - take home (75cl bottle)","Euro",""
"CPM12","National Average Price","201707","2017 July","11760","Lager - take home (50cl can)","Euro","1.997"
"CPM12","National Average Price","201707","2017 July","11780","Stout - take home (50cl can)","Euro","2.295"
"CPM12","National Average Price","201707","2017 July","11790","Filtered cigarettes per 20 pk","Euro","11.364"
"CPM12","National Average Price","201707","2017 July","12160","Stout - draught bar (1 pint)","Euro","4.463"
"CPM12","National Average Price","201707","2017 July","12170","Lager - draught bar (1 pint)","Euro","4.852"
"CPM12","National Average Price","201707","2017 July","12180","Lager - bar (33cl bottle)","Euro","4.756"
"CPM12","National Average Price","201707","2017 July","12190","Cider - draught bar (1 pint)","Euro","4.927"
"CPM12","National Average Price","201707","2017 July","12200","Ale - draught bar (1 pint)","Euro","4.518"
"CPM12","National Average Price","201707","2017 July","12210","Cider - bar (33cl bottle)","Euro","4.918"
"CPM12","National Average Price","201707","2017 July","12220","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.443"
"CPM12","National Average Price","201707","2017 July","12230","Whiskey - bar (single) per ½ glass","Euro","4.276"
"CPM12","National Average Price","201707","2017 July","12240","Brandy - bar (single) per ½ glass","Euro","4.734"
"CPM12","National Average Price","201707","2017 July","12250","Vodka - bar (single) per ½ glass","Euro","4.314"
"CPM12","National Average Price","201707","2017 July","12270","Wine - bar (187ml bottle)","Euro",""
"CPM12","National Average Price","201707","2017 July","30180","Diesel per litre","Euro","1.196"
"CPM12","National Average Price","201707","2017 July","30190","Petrol - unleaded per litre","Euro","1.32"
"CPM12","National Average Price","201707","2017 July","30400","Cinema fee","Euro","9.447"
"CPM12","National Average Price","201707","2017 July","30410","Nightclubs fee","Euro","9.152"
"CPM12","National Average Price","201707","2017 July","30690","Gent's dry cut fee","Euro","12.032"
"CPM12","National Average Price","201707","2017 July","30700","Gent's wash, cut, and blow dry fee","Euro",""
"CPM12","National Average Price","201707","2017 July","30720","Ladies' wash, cut and blow dry fee","Euro","38.936"
"CPM12","National Average Price","201708","2017 August","10020","White, self raising flour per 2 kg","Euro","2.386"
"CPM12","National Average Price","201708","2017 August","10030","Brown, wholemeal flour per 2 kg","Euro","2.912"
"CPM12","National Average Price","201708","2017 August","10040","Bread, white sliced pan, large (800g)","Euro","1.271"
"CPM12","National Average Price","201708","2017 August","10050","Bread, brown sliced pan, large (800g)","Euro","1.394"
"CPM12","National Average Price","201708","2017 August","10190","Spaghetti per 500g","Euro","1.106"
"CPM12","National Average Price","201708","2017 August","10280","Sirloin steak per kg","Euro","15.298"
"CPM12","National Average Price","201708","2017 August","10290","Striploin steak per kg","Euro","21.711"
"CPM12","National Average Price","201708","2017 August","10300","Roast beef - topside or rib per kg","Euro","13.554"
"CPM12","National Average Price","201708","2017 August","10310","Sliced / diced beef pieces per kg","Euro","10.757"
"CPM12","National Average Price","201708","2017 August","10320","Pork loin chops per kg","Euro","7.701"
"CPM12","National Average Price","201708","2017 August","10330","Pork steak per kg","Euro","9.048"
"CPM12","National Average Price","201708","2017 August","10340","Lamb - whole leg / half leg per kg","Euro","11.87"
"CPM12","National Average Price","201708","2017 August","10350","Lamb loin chops per kg","Euro","17.63"
"CPM12","National Average Price","201708","2017 August","10360","Lamb gigot chops per kg","Euro",""
"CPM12","National Average Price","201708","2017 August","10370","Uncooked chicken medium size 1.6kg","Euro","4.813"
"CPM12","National Average Price","201708","2017 August","10400","Lamb's liver per kg","Euro","5.753"
"CPM12","National Average Price","201708","2017 August","10410","Ham fillet per kg","Euro","5.699"
"CPM12","National Average Price","201708","2017 August","10420","Cooked ham per kg","Euro","17.814"
"CPM12","National Average Price","201708","2017 August","10440","Best back rashers per kg","Euro","9.906"
"CPM12","National Average Price","201708","2017 August","10450","Pork sausages per kg","Euro","6.077"
"CPM12","National Average Price","201708","2017 August","10520","Fresh fillet of whiting per kg","Euro",""
"CPM12","National Average Price","201708","2017 August","10530","Fresh fillet of cod per kg","Euro","16.932"
"CPM12","National Average Price","201708","2017 August","10540","Fresh salmon per kg","Euro","19.909"
"CPM12","National Average Price","201708","2017 August","10550","Fresh fillet of plaice per kg","Euro",""
"CPM12","National Average Price","201708","2017 August","10570","Fresh hake per kg","Euro","13.959"
